Elapsed Time,II
0.0,0.05255802755488388
0.002,0.0735346310291111
0.004,0.12490196013829906
0.006,0.14163961054144283
0.008,0.16840215471997072
0.01,0.1838410942776355
0.012,0.19730390816102672
0.014,0.2052747358597287
0.016,0.21513092691517194
0.018,0.22635390799551297
0.02,0.23088535293724324
0.022,0.24963468046479603
0.024,0.25785169766463417
0.026,0.2677833362645153
0.028,0.2810274098562406
0.03,0.28584680868484547
0.032,0.28515374267963056
0.034,0.2857273678625106
0.036,0.28171600437869554
0.038,0.2662952771583753
0.04,0.2623116575226945
0.042,0.24824770104482416
0.044,0.24007848392182912
0.046,0.22618350222290068
0.048,0.2250220931218104
0.05,0.21660690092895862
0.052,0.20165291570328087
0.054,0.20860285824629
0.056,0.19046657315575607
0.058,0.17866002215071639
0.06,0.17471208318213785
0.062,0.15482413070654258
0.064,0.13861932497952295
0.066,0.1250627202375187
0.068,0.11098020074570016
0.07,0.08843852937890963
0.072,0.07571337490431776
0.074,0.06314277798312734
0.076,0.04230681460088946
0.078,0.022625415727507862
0.08,0.01536771734819391
0.082,-0.012605686615338238
0.084,-0.03519772913026589
0.086,-0.04421160670475855
0.088,-0.07591750830421183
0.09,-0.09680249770691621
0.092,-0.11050952293568643
0.094,-0.13316789558844705
0.096,-0.15458585251064294
0.098,-0.1638406884096247
0.1,-0.17942511010570947
0.102,-0.19307202235836773
0.104,-0.2046617975729306
0.106,-0.20402905339153346
0.108,-0.21929001341000354
0.11,-0.2216516132053856
0.112,-0.21680992255190593
0.114,-0.22326631501633415
0.116,-0.22262496145628768
0.118,-0.21670985565231993
0.12,-0.21190831860464676
0.122,-0.22215223579248244
0.124,-0.2105744762053343
0.126,-0.2136101919244572
0.128,-0.2256510123743717
0.13,-0.22488472600146733
0.132,-0.2278752070199393
0.134,-0.24151458034350598
0.136,-0.24796035591618304
0.138,-0.23978706792894555
0.14,-0.2513940519981662
0.142,-0.2518407302196508
0.144,-0.23423160220065822
0.146,-0.2367124388422618
0.148,-0.23289307102339551
0.15,-0.21497191302564594
0.152,-0.20816140539436942
0.154,-0.21169215771611377
0.156,-0.19822484055780457
0.158,-0.1861245231074848
0.16,-0.19967648811033845
0.162,-0.1880284092911521
0.164,-0.17301758320150423
0.166,-0.18786768765882872
0.168,-0.17883502146746588
0.17,-0.16287343679452465
0.172,-0.1719901579113602
0.174,-0.17614721678153794
0.176,-0.15800184690405888
0.178,-0.1645121870908634
0.18,-0.18258455148821376
0.182,-0.16243596788765935
0.184,-0.1587306288380557
0.186,-0.18396350853183305
0.188,-0.15727926026861472
0.19,-0.1283915581750272
0.192,-0.16351691742973012
0.194,-0.12333805050971601
0.196,-0.07073783059774526
0.198,-0.1411234713890728
0.2,-0.057485308407215975
0.202,-0.06023449674088169
0.204,-0.09357515787452561
0.206,-0.0573074893747591
0.208,-0.050958142706982325
0.21,-0.08703320713068945
0.212,-0.06773220218199154
0.214,-0.048431785385642565
0.216,-0.07438786800882184
0.218,-0.058010427331748424
0.22,-0.021937790658668205
0.222,-0.039662193144437315
0.224,-0.02027686476008468
0.226,0.004848286302763935
0.228,0.0034386420108900935
0.23,-0.006318441725545972
0.232,0.017286115331443502
0.234,0.007621551244764621
0.236,-0.010671611124760314
0.238,0.000795116838691738
0.24,0.004353180417121283
0.242,-0.019264301065762587
0.244,-0.0009690332002094027
0.246,0.010597479495058706
0.248,-0.005042604995714792
0.25,0.010500521585445859
0.252,0.020096009279562742
0.254,0.011727910134848522
0.256,0.0035860584378059395
0.258,0.017119815616204223
0.26,-0.00023469659198386262
0.262,-0.0123180522242301
0.264,-0.004213949739192254
0.266,-0.006073418076393352
0.268,-0.02015126377511304
0.27,-0.0014272785263894291
0.272,0.011625213531078241
0.274,0.0013865445088477838
0.276,0.025570470933412213
0.278,0.039823801565095136
0.28,0.03240345842925347
0.282,0.04382623577314941
0.284,0.053988156004727714
0.286,0.046570290896082216
0.288,0.03958573113392801
0.29,0.05518161219555446
0.292,0.04056244065904075
0.294,0.037842288952781855
0.296,0.04005968273697426
0.298,0.04376083306792452
0.3,0.022385604095825653
0.302,0.030243329519679975
0.304,0.029420214625106682
0.306,0.006424041609944186
0.308,0.00812121649647904
0.31,0.012940409986929486
0.312,-0.0065249412685005745
0.314,-0.00022088342229996562
0.316,0.011942789657340651
0.318,0.010732547916662925
0.32,0.013746056136278245
0.322,0.03720254147310747
0.324,0.03745853055933219
0.326,0.0336383829942052
0.328,0.04589241984436578
0.33,0.04027672928226
0.332,0.02232255587482493
0.334,0.01654958297451129
0.336,0.016486076113375266
0.338,-0.011361722627206729
0.34,-0.012488609997924368
0.342,0.0002319658911364479
0.344,-0.01726960924392687
0.346,-0.005390160273648612
0.348,0.01579639298147799
0.35,0.014556593983599833
0.352,0.022065390859498456
0.354,0.04305734885720228
0.356,0.04517283007909783
0.358,0.04140955372613061
0.36,0.05327392378190763
0.362,0.0653969851921742
0.364,0.0499853343003445
0.366,0.06597287865922973
0.368,0.08709101552180751
0.37,0.07228073526793025
0.372,0.08543515281017994
0.374,0.10946767382578845
0.376,0.09041757310646852
0.378,0.08359918371155314
0.38,0.10481313268502715
0.382,0.0764743024658089
0.384,0.05384830142140056
0.386,0.07917168584734678
0.388,0.06295187122794932
0.39,0.039205620380024
0.392,0.09051233097096857
0.394,0.09276802242441941
0.396,0.08114660410738106
0.398,0.13479578383239907
0.4,0.1625940087049574
0.402,0.10343345525773982
0.404,0.18788890205392497
0.406,0.14812821836654
0.408,0.11324328174978174
0.41,0.14714457416332785
0.412,0.11652108121865583
0.414,0.08816476505451223
0.416,0.11635301240934807
0.418,0.11696958841289175
0.42,0.11020002480301352
0.422,0.14080963021013057
0.424,0.1642469526422684
0.426,0.15210263080608996
0.428,0.1683051718306053
0.43,0.17478959211063222
0.432,0.1511498999235168
0.434,0.1476113593441687
0.436,0.16070025735292234
0.438,0.168972614903244
0.44,0.2043177189130029
0.442,0.2902437670365762
0.444,0.3842354369722758
0.446,0.4991552772817008
0.448,0.6595727545510797
0.45,0.8002198867336964
0.452,0.9253558649055199
0.454,1.0425244687083062
0.456,1.1049126869364907
0.458,1.1027316320381482
0.46,1.0638035612134051
0.462,0.9596254996906763
0.464,0.8022382663484032
0.466,0.6198905740442895
0.468,0.4285221462421395
0.47,0.22083023450332617
0.472,0.050390535890046245
0.474,-0.09638940784542563
0.476,-0.19991838311258328
0.478,-0.2696980350951614
0.48,-0.2891846774852105
0.482,-0.28566079359822144
0.484,-0.26139538183369365
0.486,-0.22410452964571337
0.488,-0.18010645674455805
0.49,-0.15115645281176868
0.492,-0.12771458061480712
0.494,-0.10074221460533758
0.496,-0.1011197476301396
0.498,-0.09573016434523146
0.5,-0.07911722142183016
0.502,-0.08298042470018271
0.504,-0.06627894269702926
0.506,-0.041568509176966965
0.508,-0.03264979431096
0.51,-0.0013023193237233952
0.512,0.009992705495484857
0.514,0.030589381392678597
0.516,0.03137504025572904
0.518,0.0357348767603861
0.52,0.030212539708538245
0.522,0.020065388731489355
0.524,0.0075632012271503925
0.526,0.0022973371505654126
0.528,-0.006673332380402209
0.53,-0.012927711083211217
0.532,-0.004543027944488398
0.534,-0.0048899554259791795
0.536,-0.0005215120246108325
0.538,0.010235109544049294
0.54,0.011997867720475468
0.542,0.012040530544971565
0.544,0.014230850573108324
0.546,0.011106252939442555
0.548,0.004598131220470448
0.55,0.00043560588812808116
0.552,0.00033601804312929885
0.554,-0.0050939084634434185
0.556,-0.005891175926968778
0.558,0.0022581958838528847
0.56,0.00010531573137434239
0.562,0.004901479521352521
0.564,0.0101872183318556
0.566,0.015847772363952725
0.568,0.007681342181423814
0.57,0.020006305654355228
0.572,0.017031732497420047
0.574,0.011681026725735457
0.576,0.021544565552425923
0.578,0.025496646428278962
0.58,0.02079554238955247
0.582,0.036323326594389985
0.584,0.04668158272247047
0.586,0.042977911903399585
0.588,0.06004825711003922
0.59,0.07379635191384286
0.592,0.06450446375559642
0.594,0.07917186437948169
0.596,0.09991806591814899
0.598,0.06783117119772722
0.6,0.11520117031628628
0.602,0.09868101328603446
0.604,0.10700666964833792
0.606,0.1335348919687203
0.608,0.13254780370304775
0.61,0.15112738767161507
0.612,0.17245094065708652
0.614,0.18361417986326045
0.616,0.2041672478081652
0.618,0.22167142843842533
0.62,0.23685608222877833
0.622,0.2541169951056025
0.624,0.26416241445691735
0.626,0.2788099624169781
0.628,0.28783792564583943
0.63,0.29053886970451764
0.632,0.30228413541135385
0.634,0.3019849353792256
0.636,0.302935062125751
0.638,0.3095384014374702
0.64,0.30797899980206445
0.642,0.30948149253205887
0.644,0.31448114207472416
0.646,0.31750972167203295
0.648,0.3168500711496681
0.65,0.32517910017336044
0.652,0.3230496130722552
0.654,0.3233729315933147
0.656,0.3197428520061245
0.658,0.3153736161284675
0.66,0.3017047160126756
0.662,0.2909310828905486
0.664,0.27641816608911624
0.666,0.2555780975605839
0.668,0.2404156303757422
0.67,0.2212599052502854
0.672,0.2040149485106269
0.674,0.1841725511484884
0.676,0.1723754493704682
0.678,0.15035171469718944
0.68,0.13239600899699716
0.682,0.11675187820752367
0.684,0.08628882011164758
0.686,0.06708791395387359
0.688,0.0362232050296221
0.69,0.006633675553147225
0.692,-0.0221525974285585
0.694,-0.05286220232362194
0.696,-0.07820367691127182
0.698,-0.10582926545327759
0.7,-0.1223570068181132
0.702,-0.1439789791371558
0.704,-0.15595765187849053
0.706,-0.16692088101199087
0.708,-0.18090518620356444
0.71,-0.18472381754053302
0.712,-0.19888284604884474
0.714,-0.20390997204972644
0.716,-0.21438705768325603
0.718,-0.22084147966387885
0.72,-0.22789903916324614
0.722,-0.23266029597793392
0.724,-0.23303951301923484
0.726,-0.2369215635231195
0.728,-0.23327834152437224
0.73,-0.23009275759478365
0.732,-0.23353518429586825
0.734,-0.22504767303331563
0.736,-0.23105139153520995
0.738,-0.23048153119479065
0.74,-0.23500783941150075
0.742,-0.23718796127487332
0.744,-0.24577164577413996
0.746,-0.24453528396162388
0.748,-0.24776586565687544
0.75,-0.247126233256819
0.752,-0.2400717255170507
0.754,-0.23410121117852972
0.756,-0.22457606048872872
0.758,-0.21203890904834893
0.76,-0.20245337444116646
0.762,-0.18998111903256507
0.764,-0.18162857355595916
0.766,-0.17363613371410538
0.768,-0.16587525182168922
0.77,-0.16233620674943391
0.772,-0.15620276625352225
0.774,-0.15132563685261713
0.776,-0.14454295537364079
0.778,-0.14017885771911034
0.78,-0.12821584805661085
0.782,-0.12191808706493458
0.784,-0.11269917223658207
0.786,-0.10279998114948097
0.788,-0.09494937863795885
0.79,-0.08873345487510248
0.792,-0.0878021646757087
0.794,-0.07463952902749406
0.796,-0.08322749003596129
0.798,-0.08447620671607627
0.8,-0.06111612512129893
0.802,-0.09979522737475666
0.804,-0.06328945752425931
0.806,-0.07698720385484699
0.808,-0.0845140655431873
0.81,-0.06254252658840782
0.812,-0.07111169314760828
0.814,-0.06936687686425189
0.816,-0.05827255198557706
0.818,-0.052811522529261794
0.82,-0.05877595123679296
0.822,-0.04054970871407187
0.824,-0.039197744135869114
0.826,-0.0380198207817858
0.828,-0.02633686885209124
0.83,-0.021066753691611376
0.832,-0.02094313145818642
0.834,-0.01466590071339271
0.836,-0.007990118232687101
0.838,-0.01229511348949079
0.84,-0.008468952982771092
0.842,-0.003225890770915693
0.844,-0.008067708098309125
0.846,-0.003425729005394947
0.848,0.001734419894969721
0.85,0.0021828608382473014
0.852,0.008979511583753791
0.854,0.015276282540930218
0.856,0.023169132717700557
0.858,0.026776378514805892
0.86,0.03690905903459001
0.862,0.042570431950518114
0.864,0.044487442087573166
0.866,0.052252629023482565
0.868,0.05214820704084265
0.87,0.05432251130641726
0.872,0.05257863490273061
0.874,0.05448937348793086
0.876,0.04711874905080963
0.878,0.049143144571272744
0.88,0.0394082317272691
0.882,0.03930479952911861
0.884,0.032107281462308346
0.886,0.026166989627269224
0.888,0.026284148569218832
0.89,0.021891623079137487
0.892,0.018142433001278494
0.894,0.029684474501677834
0.896,0.022498717050865768
0.898,0.03791826859406738
0.9,0.04095692037772999
0.902,0.05326612286674226
0.904,0.056430509777070974
0.906,0.07193804995850724
0.908,0.06867680693908251
0.91,0.08026325638247936
0.912,0.07528514829417204
0.914,0.07930492206018061
0.916,0.07674208411831338
0.918,0.07251211016687713
0.92,0.07638638046253937
0.922,0.07394158217230769
0.924,0.07252429067341741
0.926,0.08347560432113159
0.928,0.07807641302840257
0.93,0.08502321866679373
0.932,0.08838176891276324
0.934,0.081498525868542
0.936,0.08425897511185225
0.938,0.07210327562232864
0.94,0.06542552116031489
0.942,0.0543482579278117
0.944,0.03938045434585862
0.946,0.03139680476509719
0.948,0.020718721862113307
0.95,0.01041261963247346
0.952,0.007196896697850273
0.954,0.006574058818607509
0.956,-0.004106139814858083
0.958,0.0010896426182902636
0.96,-0.0014407471456584261
0.962,-0.015651851436235747
0.964,-0.011427031640656197
0.966,-0.023187718453305233
0.968,-0.03757780960484844
0.97,-0.038586939006177316
0.972,-0.04953909339033198
0.974,-0.05358847314067375
0.976,-0.05906479440907041
0.978,-0.04461843597672756
0.98,-0.055385606413225034
0.982,-0.03688727886337244
0.984,-0.03242029721944131
0.986,-0.02599651773668164
0.988,-0.026023926307378275
0.99,-0.016280100617715457
0.992,-0.026570372457085347
0.994,-0.033628911353255075
0.996,-0.03390579075890353
0.998,-0.05044909082285033
1.0,-0.056322919906245696
1.0,-0.06054249247895924
1.002,-0.06184902613102673
1.004,-0.06444628298690294
1.006,-0.05588875175337966
1.008,-0.04701061879879942
1.01,-0.039406695425583914
1.012,-0.03546489829923232
1.014,-0.013129834849841392
1.016,-0.022355003168051377
1.018,-0.015359917864263073
1.02,-0.003307085043517501
1.022,-0.02128099946218373
1.024,-0.010673846056189148
1.026,-0.013708508031352228
1.028,-0.01201881823127689
1.03,-0.01288180865967566
1.032,-0.0005771477980118395
1.034,0.013162746098436524
1.036,0.0008961283244514179
1.038,0.04877382445914037
1.04,0.024161736432576634
1.042,0.059725975052651675
1.044,0.052632893293523546
1.046,0.07284869795966997
1.048,0.0625408216803438
1.05,0.08089968950150138
1.052,0.0778904521669092
1.054,0.08247958015595751
1.056,0.0906384555969079
1.058,0.10034966602898926
1.06,0.10350967686955245
1.062,0.12293824682954839
1.064,0.12356656759477339
1.066,0.1502027473728341
1.068,0.13824084223290314
1.07,0.16770515755197496
1.072,0.16044889431639395
1.074,0.16103669741540505
1.076,0.17077084537675483
1.078,0.16484293480129103
1.08,0.15004198676969754
1.082,0.17137310198498118
1.084,0.14166189867771328
1.086,0.15316098654368535
1.088,0.1513709488341792
1.09,0.1412010198591555
1.092,0.14443010756658128
1.094,0.1499957719938206
1.096,0.12960537859436197
1.098,0.14719340656558505
1.1,0.1283044554453495
1.102,0.1254081048124934
1.104,0.12022626811857774
1.106,0.11401409469086717
1.108,0.08906393954806041
1.11,0.10744060054854264
1.112,0.06745447628329307
1.114,0.0815011179595899
1.116,0.061503255245991616
1.118,0.05938019499371003
1.12,0.045158299121596794
1.122,0.04979711100427452
1.124,0.026766594751842843
